"","Date","location","new_cases","new_deaths","total_cases","total_deaths","weekly_cases","weekly_deaths","biweekly_cases","biweekly_deaths","population","new_cases_per","new_deaths_per","total_cases_per","total_deaths_per","weekly_cases_per","weekly_deaths_per","biweekly_cases_per","biweekly_deaths_per"
"11",2021-01-11,"United Kingdom",46275,529,3127643,82096,406021,6549,790955,10879,67886004,68.1657444441714,0.779247516174321,4607.19856187146,120.932143833359,598.092354942559,9.64705478908436,1165.12234244926,16.0253945717589
"12",2021-01-12,"United Kingdom",45648,1246,3173291,83342,390582,6914,783328,11667,67886004,67.2421372747172,1.83542987741626,4674.44069914617,122.767573710775,575.349817320224,10.1847208446678,1153.8873314741,17.1861640287444
"13",2021-01-13,"United Kingdom",47662,1568,3220953,84910,375688,7440,780751,12253,67886004,70.2088754553884,2.30975445247889,4744.64957460156,125.077328163254,553.410096137048,10.9595491877825,1150.09126181591,18.0493758330509
"14",2021-01-14,"United Kingdom",48804,1253,3269757,86163,371705,7531,773526,12541,67886004,71.8911073334056,1.84574128122197,4816.54068193497,126.923069444476,547.542907371599,11.0935974372567,1139.44842003073,18.4736164467716
"15",2021-01-15,"United Kingdom",55885,1285,3325642,87448,359398,7483,775953,13211,67886004,82.3218288117238,1.89287912719093,4898.86251074669,128.815948571667,529.413986423475,11.0228906683033,1143.02353103594,19.4605650967466
"16",2021-01-16,"United Kingdom",41428,1299,3367070,88747,340728,7747,759528,14065,67886004,61.025833837561,1.91350193480235,4959.88834458425,130.72945050647,501.911999415962,11.4117778975472,1118.82855853469,20.7185563610431
"17",2021-01-17,"United Kingdom",38670,682,3405740,89429,324372,7862,743041,14292,67886004,56.9631407381115,1.0046253422134,5016.85148532237,131.734075848683,477.818667895079,11.5811795314981,1094.54225645687,21.0529404558854
"18",2021-01-18,"United Kingdom",37610,602,3443350,90031,315707,7935,721728,14484,67886004,55.4016995903898,0.886780727291004,5072.25318491275,132.620856575974,465.054623041297,11.6887127426148,1063.14697798386,21.3357675316992
"19",2021-01-19,"United Kingdom",33454,1612,3476804,91643,303513,8301,694095,15215,67886004,49.2796718451715,2.37456899068621,5121.53285675793,134.99542556666,447.092157611752,12.2278518558848,1022.44197493198,22.4125727005525
"20",2021-01-20,"United Kingdom",38992,1826,3515796,93469,294843,8559,670531,15999,67886004,57.4374653131741,2.68980333560361,5178.9703220711,137.685228902264,434.320747469537,12.6079007390095,987.730843606585,23.567449926792
"21",2021-01-21,"United Kingdom",37977,1296,3553773,94765,284016,8602,655721,16133,67886004,55.9423117613463,1.90908276174276,5234.91263383245,139.594311664007,418.371951897478,12.6712422195303,965.914859269077,23.764839656787
"22",2021-01-22,"United Kingdom",40321,1401,3594094,96166,268452,8718,627850,16201,67886004,59.3951589785724,2.0637538188284,5294.30779281102,141.658065482835,395.445282064327,12.8421169111677,924.859268487802,23.865007579471
"23",2021-01-23,"United Kingdom",33652,1352,3627746,97518,260676,8771,601404,16518,67886004,49.5713372671044,1.99157399218843,5343.87913007812,143.649639475023,383.99078549387,12.9201889685538,885.902784909832,24.331966866101
"24",2021-01-24,"United Kingdom",30111,611,3657857,98129,252117,8700,576489,16562,67886004,44.355239999102,0.900038246469773,5388.23437007723,144.549677721493,371.382884754861,12.8156018728102,849.201552649939,24.3967814043083
"25",2021-01-25,"United Kingdom",22244,594,3680101,98723,236751,8692,552458,16627,67886004,32.7666951791712,0.874996265798765,5421.0010652564,145.424673987292,348.747880343642,12.8038174113179,813.802503384939,24.4925301539328
"26",2021-01-26,"United Kingdom",20167,1636,3700268,100359,223464,8716,526977,17017,67886004,29.7071543642486,2.40992237516293,5450.70821962065,147.834596362455,329.175362862719,12.8391707957947,776.267520474471,25.0670226516794
"27",2021-01-27,"United Kingdom",25369,1726,3725637,102085,209841,8616,504684,17175,67886004,37.3700004495772,2.54249756695062,5488.07822007022,150.377093929406,309.107897999122,12.6918650271417,743.42864546866,25.2997657661512
"28",2021-01-28,"United Kingdom",28811,1239,3754448,103324,200675,8559,484691,17161,67886004,42.4402650066131,1.82511847361055,5530.51848507684,152.202212403016,295.605851244389,12.6079007390095,713.977803141867,25.2791429585397
"29",2021-01-29,"United Kingdom",29145,1248,3783593,104572,189499,8406,457951,17124,67886004,42.9322662739141,1.83837599278932,5573.45075135075,154.040588395805,279.142958539731,12.3825229129704,674.588240604057,25.2246398241381
"30",2021-01-30,"United Kingdom",23400,1205,3806993,105777,179247,8259,439923,17030,67886004,34.4695498647998,1.77503451226854,5607.92030121555,155.815622908074,264.041171137426,12.1659834330505,648.031956631296,25.0861724016043
"31",2021-01-31,"United Kingdom",21190,590,3828183,106367,170326,8238,422443,16938,67886004,31.2140923775687,0.869104035052645,5639.13439359312,156.684726943127,250.900023515893,12.1350492216334,622.282908270753,24.9506510944436
"32",2021-02-01,"United Kingdom",18668,407,3846851,106774,166750,8051,403501,16743,67886004,27.4990408921403,0.599534478417672,5666.63343448526,157.284261421544,245.632369228862,11.8595874342523,594.380249572504,24.6634048455702
"33",2021-02-02,"United Kingdom",16906,1451,3863757,108225,163489,7866,386953,16582,67886004,24.9035132484746,2.13740670315489,5691.53694773373,159.421668124699,240.828728113088,11.5870717622442,570.004090975807,24.4262425580389
"34",2021-02-03,"United Kingdom",19215,1322,3882972,109547,157335,7462,367176,16078,67886004,28.3048034466722,1.94738226159254,5719.84175118041,161.369050386292,231.763531110183,10.9919564568862,540.871429109305,23.6838214840278
"35",2021-02-04,"United Kingdom",20734,915,3903706,110462,149258,7138,349933,15697,67886004,30.5423780725111,1.34784778317486,5750.38412925292,162.716898169467,219.865644176081,10.5146857664505,515.47149542047,23.1225865054599
"36",2021-02-05,"United Kingdom",19204,1015,3922910,111477,139317,6905,328816,15311,67886004,28.2885998121203,1.49515355182786,5778.67272906504,164.212051721294,205.221977714287,10.171463325489,484.364936254018,22.5539862384594
"37",2021-02-06,"United Kingdom",18363,828,3941273,112305,134280,6528,313527,14787,67886004,27.0497582977487,1.21969176444676,5805.72248736279,165.431743485741,197.802186147236,9.61612057766723,461.843357284662,21.7821040107177
"38",2021-02-07,"United Kingdom",15904,376,3957177,112681,128994,6314,299320,14552,67886004,23.4275094465716,0.553869690135245,5829.14999680936,165.985613175876,190.015603216239,9.30088623274983,440.915626732132,21.4359354543832
"39",2021-02-08,"United Kingdom",14138,333,3971315,113014,124464,6240,291214,14291,67886004,20.8260895721598,0.490528209614459,5849.97608638152,166.476141385491,183.342651896258,9.19187996394662,428.97502112512,21.0514673981989
"40",2021-02-09,"United Kingdom",12441,1052,3983756,114066,119999,5841,283488,13707,67886004,18.3263106781186,1.54965668622946,5868.30239705964,168.02579807172,176.765449325902,8.60412994702119,417.59417743899,20.1912017092654
"41",2021-02-10,"United Kingdom",13077,1002,3996833,115068,113861,5521,271196,12983,67886004,19.2631753667516,1.47600380190297,5887.56557242639,169.501801873623,167.723821245982,8.13275148733162,399.487352356165,19.1247079442178
"42",2021-02-11,"United Kingdom",13543,680,4010376,115748,106670,5286,255928,12424,67886004,19.9496202486745,1.00167922684034,5907.51519267506,170.503481100464,157.131063422145,7.78658293099709,376.996707598226,18.3012686974476
"43",2021-02-12,"United Kingdom",15198,759,4025574,116507,102664,5030,241981,11935,67886004,22.3875307198815,1.1180507840762,5929.90272339494,171.62153188454,151.229994329906,7.40948016324543,356.451972044193,17.5809434887344
"44",2021-02-13,"United Kingdom",13355,621,4038929,117128,97656,4823,231936,11351,67886004,19.6726854036069,0.914768823335072,5949.57540879855,172.536300707875,143.852921435765,7.10455722213374,341.655107583,16.720677799801
"45",2021-02-14,"United Kingdom",10991,259,4049920,117387,92743,4706,221737,11020,67886004,16.1903770326502,0.381521940811246,5965.7657858312,172.917822648686,136.615789021843,6.93220947280974,326.631392238082,16.2330957055596
"46",2021-02-15,"United Kingdom",9776,235,4059696,117622,88381,4608,212845,10848,67886004,14.4006119435164,0.346168556334528,5980.16639777472,173.263991205021,130.1903113932,6.78784981952981,313.532963289458,15.9797297834764
"47",2021-02-16,"United Kingdom",10636,799,4070332,118421,86576,4355,206575,10196,67886004,15.6674415539321,1.1769730915374,5995.83383932865,174.440964296558,127.531442269013,6.41516622483774,304.296891594916,15.0192961718589
"48",2021-02-17,"United Kingdom",12760,738,4083092,119159,86259,4091,200120,9612,67886004,18.7962160801216,1.08711657265907,6014.63005540877,175.528080869217,127.064482982383,6.02627899559385,294.788304228365,14.1590304829255
"49",2021-02-18,"United Kingdom",12095,455,4095187,119614,84811,3866,191481,9152,67886004,17.8166327185792,0.670241247371108,6032.44668812735,176.198322116588,124.931495452288,5.69484101612462,282.062558874433,13.4814239471217
"50",2021-02-19,"United Kingdom",12099,533,4107286,120147,81712,3640,184376,8670,67886004,17.8225249493253,0.78513974692044,6050.26921307667,176.983461863509,120.366489681732,5.36192997896886,271.596484011638,12.7714101422143
"51",2021-02-20,"United Kingdom",10453,446,4117739,120593,78810,3465,176466,8288,67886004,15.3978719972971,0.656983728192339,6065.66708507397,177.640445591701,116.091676275422,5.10414488382613,259.944597711187,12.2087021059599
"52",2021-02-21,"United Kingdom",9835,217,4127574,120810,77654,3423,170397,8129,67886004,14.4875223470216,0.31965351797699,6080.15460742099,177.960099109678,114.388821589793,5.04227646099187,251.004610611637,11.9744859338016
